id,name,base_food,city,region,category,price_vnd,description
FOOD05295,Cơm chiên Nha Trang,Cơm chiên,Nha Trang,Trung,Lẩu,101845,"Cơm chiên là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05296,Cơm chiên Hà Nội,Cơm chiên,Hà Nội,Bắc,Lẩu,55064,"Cơm chiên là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05297,Cháo gà Hải Phòng,Cháo gà,Hải Phòng,Bắc,Món nướng,19058,"Cháo gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05298,Chả giò Hải Phòng,Chả giò,Hải Phòng,Bắc,Lẩu,79035,"Chả giò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05299,Bún chả Đà Nẵng,Bún chả,Đà Nẵng,Trung,Món nước,104325,"Bún chả là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05300,Lẩu thái Hà Nội,Lẩu thái,Hà Nội,Bắc,Món cuốn,83040,"Lẩu thái là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05301,Bún riêu Nha Trang,Bún riêu,Nha Trang,Trung,Món khô,105484,"Bún riêu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05302,Bún đậu mắm tôm Hà Nội,Bún đậu mắm tôm,Hà Nội,Bắc,Món cuốn,32766,"Bún đậu mắm tôm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05303,Cao lầu Hà Nội,Cao lầu,Hà Nội,Bắc,Món nước,58671,"Cao lầu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05304,Phở bò Sài Gòn,Phở bò,Sài Gòn,Nam,Món chiên,63510,"Phở bò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05305,Bún thịt nướng Hà Nội,Bún thịt nướng,Hà Nội,Bắc,Món chiên,47520,"Bún thịt nướng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05306,Lẩu hải sản Huế,Lẩu hải sản,Huế,Trung,Lẩu,92323,"Lẩu hải sản là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05307,Phở gà Hải Phòng,Phở gà,Hải Phòng,Bắc,Món chiên,42839,"Phở gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05308,Bún chả Huế,Bún chả,Huế,Trung,Món nước,93023,"Bún chả là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05309,Phở bò Hà Nội,Phở bò,Hà Nội,Bắc,Món nướng,80316,"Phở bò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05310,Bánh bèo Huế,Bánh bèo,Huế,Trung,Món nướng,19940,"Bánh bèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05311,Bún thịt nướng Huế,Bún thịt nướng,Huế,Trung,Món khô,92250,"Bún thịt nướng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05312,Bún đậu mắm tôm Sài Gòn,Bún đậu mắm tôm,Sài Gòn,Nam,Lẩu,52704,"Bún đậu mắm tôm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05313,Bún thịt nướng Hải Phòng,Bún thịt nướng,Hải Phòng,Bắc,Món khô,74954,"Bún thịt nướng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05314,Bún chả Cần Thơ,Bún chả,Cần Thơ,Nam,Món nước,16481,"Bún chả là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05315,Cháo gà Sài Gòn,Cháo gà,Sài Gòn,Nam,Lẩu,46501,"Cháo gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05316,Miến gà Hà Nội,Miến gà,Hà Nội,Bắc,Món nước,101396,"Miến gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05317,Bún bò Huế Huế,Bún bò Huế,Huế,Trung,Món khô,68118,"Bún bò Huế là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05318,Bánh mì Sài Gòn,Bánh mì,Sài Gòn,Nam,Món cuốn,44706,"Bánh mì là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05319,Cơm chiên Cần Thơ,Cơm chiên,Cần Thơ,Nam,Món nướng,118474,"Cơm chiên là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05320,Bánh canh Đà Nẵng,Bánh canh,Đà Nẵng,Trung,Lẩu,105300,"Bánh canh là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05321,Lẩu bò Huế,Lẩu bò,Huế,Trung,Lẩu,29234,"Lẩu bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05322,Bánh bèo Nha Trang,Bánh bèo,Nha Trang,Trung,Món khô,69613,"Bánh bèo là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05323,Cơm gà Nha Trang,Cơm gà,Nha Trang,Trung,Món nướng,77319,"Cơm gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05324,Bún mắm Nha Trang,Bún mắm,Nha Trang,Trung,Món nướng,95787,"Bún mắm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05325,Bánh ít Sài Gòn,Bánh ít,Sài Gòn,Nam,Món chiên,107209,"Bánh ít là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05326,Bánh ít Huế,Bánh ít,Huế,Trung,Món nướng,23644,"Bánh ít là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05327,Bánh ít Hải Phòng,Bánh ít,Hải Phòng,Bắc,Món chiên,75722,"Bánh ít là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05328,Cháo lòng Hải Phòng,Cháo lòng,Hải Phòng,Bắc,Lẩu,81327,"Cháo lòng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05329,Bún đậu mắm tôm Đà Nẵng,Bún đậu mắm tôm,Đà Nẵng,Trung,Món khô,45723,"Bún đậu mắm tôm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05330,Bún bò Huế Nha Trang,Bún bò Huế,Nha Trang,Trung,Món chiên,17438,"Bún bò Huế là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05331,Bún chả Cần Thơ,Bún chả,Cần Thơ,Nam,Món cuốn,36602,"Bún chả là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05332,Bún cá Cần Thơ,Bún cá,Cần Thơ,Nam,Món nướng,62965,"Bún cá là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05333,Cháo lòng Hải Phòng,Cháo lòng,Hải Phòng,Bắc,Món khô,91170,"Cháo lòng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05334,Bánh xèo Hải Phòng,Bánh xèo,Hải Phòng,Bắc,Món nước,29552,"Bánh xèo là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05335,Bún mắm Nha Trang,Bún mắm,Nha Trang,Trung,Lẩu,49986,"Bún mắm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05336,Cao lầu Hà Nội,Cao lầu,Hà Nội,Bắc,Món cuốn,58023,"Cao lầu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05337,Lẩu bò Đà Nẵng,Lẩu bò,Đà Nẵng,Trung,Món cuốn,110186,"Lẩu bò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05338,Bún đậu mắm tôm Hà Nội,Bún đậu mắm tôm,Hà Nội,Bắc,Món nước,74250,"Bún đậu mắm tôm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05339,Cơm chiên Hải Phòng,Cơm chiên,Hải Phòng,Bắc,Lẩu,31981,"Cơm chiên là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05340,Lẩu bò Nha Trang,Lẩu bò,Nha Trang,Trung,Món chiên,36846,"Lẩu bò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05341,Cháo gà Huế,Cháo gà,Huế,Trung,Món cuốn,106805,"Cháo gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05342,Bánh mì Đà Nẵng,Bánh mì,Đà Nẵng,Trung,Món nướng,63143,"Bánh mì là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05343,Chả giò Cần Thơ,Chả giò,Cần Thơ,Nam,Món chiên,29048,"Chả giò là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05344,Chả giò Huế,Chả giò,Huế,Trung,Món cuốn,79747,"Chả giò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05345,Bún đậu mắm tôm Hà Nội,Bún đậu mắm tôm,Hà Nội,Bắc,Món nước,110998,"Bún đậu mắm tôm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05346,Bánh bèo Hải Phòng,Bánh bèo,Hải Phòng,Bắc,Lẩu,105097,"Bánh bèo là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05347,Hủ tiếu Nha Trang,Hủ tiếu,Nha Trang,Trung,Lẩu,50943,"Hủ tiếu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05348,Bún cá Đà Nẵng,Bún cá,Đà Nẵng,Trung,Món nướng,19087,"Bún cá là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05349,Gỏi cuốn Hải Phòng,Gỏi cuốn,Hải Phòng,Bắc,Lẩu,60172,"Gỏi cuốn là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05350,Miến gà Hải Phòng,Miến gà,Hải Phòng,Bắc,Món nước,93994,"Miến gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05351,Bánh cuốn Nha Trang,Bánh cuốn,Nha Trang,Trung,Món khô,30743,"Bánh cuốn là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05352,Bún mắm Huế,Bún mắm,Huế,Trung,Lẩu,117514,"Bún mắm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05353,Bánh cuốn Hà Nội,Bánh cuốn,Hà Nội,Bắc,Lẩu,62673,"Bánh cuốn là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05354,Lẩu thái Hải Phòng,Lẩu thái,Hải Phòng,Bắc,Món nước,82160,"Lẩu thái là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05355,Bánh ít Nha Trang,Bánh ít,Nha Trang,Trung,Món cuốn,96752,"Bánh ít là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05356,Bún thịt nướng Hà Nội,Bún thịt nướng,Hà Nội,Bắc,Món khô,64988,"Bún thịt nướng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05357,Lẩu bò Huế,Lẩu bò,Huế,Trung,Món cuốn,50186,"Lẩu bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05358,Cơm gà Hà Nội,Cơm gà,Hà Nội,Bắc,Món khô,97554,"Cơm gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05359,Cơm tấm Hà Nội,Cơm tấm,Hà Nội,Bắc,Món chiên,70648,"Cơm tấm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05360,Gỏi cuốn Huế,Gỏi cuốn,Huế,Trung,Món nướng,16491,"Gỏi cuốn là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05361,Bún đậu mắm tôm Hà Nội,Bún đậu mắm tôm,Hà Nội,Bắc,Món nước,52479,"Bún đậu mắm tôm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05362,Hủ tiếu Sài Gòn,Hủ tiếu,Sài Gòn,Nam,Món khô,52290,"Hủ tiếu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05363,Bánh nậm Sài Gòn,Bánh nậm,Sài Gòn,Nam,Món nướng,119909,"Bánh nậm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05364,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Món khô,116926,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05365,Bún cá Sài Gòn,Bún cá,Sài Gòn,Nam,Lẩu,92190,"Bún cá là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05366,Bánh ít Sài Gòn,Bánh ít,Sài Gòn,Nam,Món chiên,54385,"Bánh ít là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05367,Phở gà Cần Thơ,Phở gà,Cần Thơ,Nam,Món nướng,81176,"Phở gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05368,Bún thịt nướng Đà Nẵng,Bún thịt nướng,Đà Nẵng,Trung,Món nướng,98339,"Bún thịt nướng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05369,Bún thịt nướng Nha Trang,Bún thịt nướng,Nha Trang,Trung,Món nướng,87470,"Bún thịt nướng là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05370,Bánh xèo Đà Nẵng,Bánh xèo,Đà Nẵng,Trung,Món chiên,112673,"Bánh xèo là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05371,Bún bò Huế Nha Trang,Bún bò Huế,Nha Trang,Trung,Món chiên,51745,"Bún bò Huế là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05372,Chả giò Đà Nẵng,Chả giò,Đà Nẵng,Trung,Món chiên,29746,"Chả giò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05373,Cơm gà Hải Phòng,Cơm gà,Hải Phòng,Bắc,Món khô,59052,"Cơm gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05374,Phở bò Đà Nẵng,Phở bò,Đà Nẵng,Trung,Món nướng,26095,"Phở bò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05375,Bún thịt nướng Sài Gòn,Bún thịt nướng,Sài Gòn,Nam,Lẩu,119478,"Bún thịt nướng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05376,Gỏi cuốn Cần Thơ,Gỏi cuốn,Cần Thơ,Nam,Lẩu,58099,"Gỏi cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05377,Bánh cuốn Hà Nội,Bánh cuốn,Hà Nội,Bắc,Món nướng,61339,"Bánh cuốn là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05378,Lẩu thái Hà Nội,Lẩu thái,Hà Nội,Bắc,Món nướng,72458,"Lẩu thái là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05379,Cơm gà Hà Nội,Cơm gà,Hà Nội,Bắc,Món nướng,29299,"Cơm gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05380,Mì Quảng Sài Gòn,Mì Quảng,Sài Gòn,Nam,Món khô,74241,"Mì Quảng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05381,Bánh xèo Đà Nẵng,Bánh xèo,Đà Nẵng,Trung,Món cuốn,16902,"Bánh xèo là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05382,Chả giò Hà Nội,Chả giò,Hà Nội,Bắc,Món cuốn,51019,"Chả giò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05383,Bún cá Sài Gòn,Bún cá,Sài Gòn,Nam,Lẩu,112082,"Bún cá là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05384,Bún thịt nướng Hà Nội,Bún thịt nướng,Hà Nội,Bắc,Món nướng,75574,"Bún thịt nướng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05385,Bún cá Đà Nẵng,Bún cá,Đà Nẵng,Trung,Món chiên,60273,"Bún cá là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05386,Phở gà Sài Gòn,Phở gà,Sài Gòn,Nam,Món cuốn,34710,"Phở gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05387,Cơm chiên Sài Gòn,Cơm chiên,Sài Gòn,Nam,Món chiên,113121,"Cơm chiên là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05388,Phở bò Cần Thơ,Phở bò,Cần Thơ,Nam,Món cuốn,25060,"Phở bò là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05389,Bún thịt nướng Hà Nội,Bún thịt nướng,Hà Nội,Bắc,Món chiên,67764,"Bún thịt nướng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05390,Bún thịt nướng Cần Thơ,Bún thịt nướng,Cần Thơ,Nam,Món nước,48871,"Bún thịt nướng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05391,Bánh bèo Sài Gòn,Bánh bèo,Sài Gòn,Nam,Lẩu,38473,"Bánh bèo là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05392,Cao lầu Hải Phòng,Cao lầu,Hải Phòng,Bắc,Món khô,68660,"Cao lầu là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05393,Bánh ít Đà Nẵng,Bánh ít,Đà Nẵng,Trung,Món chiên,54444,"Bánh ít là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05394,Bún cá Sài Gòn,Bún cá,Sài Gòn,Nam,Món nướng,55643,"Bún cá là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05395,Cháo lòng Huế,Cháo lòng,Huế,Trung,Món khô,50647,"Cháo lòng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05396,Cơm tấm Huế,Cơm tấm,Huế,Trung,Món khô,38905,"Cơm tấm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05397,Cơm gà Hải Phòng,Cơm gà,Hải Phòng,Bắc,Món chiên,58738,"Cơm gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05398,Bánh xèo Cần Thơ,Bánh xèo,Cần Thơ,Nam,Món cuốn,16859,"Bánh xèo là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05399,Bún riêu Huế,Bún riêu,Huế,Trung,Món chiên,17369,"Bún riêu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05400,Bánh cuốn Cần Thơ,Bánh cuốn,Cần Thơ,Nam,Món khô,90711,"Bánh cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05401,Bún thịt nướng Đà Nẵng,Bún thịt nướng,Đà Nẵng,Trung,Món chiên,16646,"Bún thịt nướng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05402,Bánh mì Hải Phòng,Bánh mì,Hải Phòng,Bắc,Lẩu,95784,"Bánh mì là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05403,Lẩu bò Cần Thơ,Lẩu bò,Cần Thơ,Nam,Món khô,54890,"Lẩu bò là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05404,Cơm gà Hà Nội,Cơm gà,Hà Nội,Bắc,Món cuốn,47714,"Cơm gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05405,Bún đậu mắm tôm Nha Trang,Bún đậu mắm tôm,Nha Trang,Trung,Món khô,47203,"Bún đậu mắm tôm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05406,Cháo lòng Huế,Cháo lòng,Huế,Trung,Lẩu,16590,"Cháo lòng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05407,Cao lầu Đà Nẵng,Cao lầu,Đà Nẵng,Trung,Món cuốn,92711,"Cao lầu là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05408,Lẩu bò Hà Nội,Lẩu bò,Hà Nội,Bắc,Món cuốn,65797,"Lẩu bò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05409,Hủ tiếu Huế,Hủ tiếu,Huế,Trung,Món chiên,59027,"Hủ tiếu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05410,Bún đậu mắm tôm Huế,Bún đậu mắm tôm,Huế,Trung,Món khô,69738,"Bún đậu mắm tôm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05411,Cao lầu Nha Trang,Cao lầu,Nha Trang,Trung,Món nướng,40423,"Cao lầu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05412,Cơm tấm Đà Nẵng,Cơm tấm,Đà Nẵng,Trung,Món khô,59189,"Cơm tấm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05413,Bún chả Cần Thơ,Bún chả,Cần Thơ,Nam,Món cuốn,114639,"Bún chả là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05414,Cao lầu Sài Gòn,Cao lầu,Sài Gòn,Nam,Món cuốn,105647,"Cao lầu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05415,Gỏi cuốn Hải Phòng,Gỏi cuốn,Hải Phòng,Bắc,Món cuốn,15834,"Gỏi cuốn là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05416,Bún đậu mắm tôm Huế,Bún đậu mắm tôm,Huế,Trung,Món khô,20050,"Bún đậu mắm tôm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05417,Hủ tiếu Đà Nẵng,Hủ tiếu,Đà Nẵng,Trung,Món cuốn,45571,"Hủ tiếu là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05418,Gỏi cuốn Sài Gòn,Gỏi cuốn,Sài Gòn,Nam,Món chiên,60653,"Gỏi cuốn là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05419,Chả giò Huế,Chả giò,Huế,Trung,Món nước,64649,"Chả giò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05420,Bún bò Huế Đà Nẵng,Bún bò Huế,Đà Nẵng,Trung,Món nước,117598,"Bún bò Huế là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05421,Bánh nậm Cần Thơ,Bánh nậm,Cần Thơ,Nam,Lẩu,46119,"Bánh nậm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05422,Bún bò Huế Cần Thơ,Bún bò Huế,Cần Thơ,Nam,Món chiên,94587,"Bún bò Huế là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05423,Cao lầu Hà Nội,Cao lầu,Hà Nội,Bắc,Món nước,45753,"Cao lầu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05424,Bún riêu Hải Phòng,Bún riêu,Hải Phòng,Bắc,Lẩu,36456,"Bún riêu là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05425,Hủ tiếu Sài Gòn,Hủ tiếu,Sài Gòn,Nam,Món chiên,65501,"Hủ tiếu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05426,Bánh xèo Huế,Bánh xèo,Huế,Trung,Lẩu,70748,"Bánh xèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05427,Mì Quảng Huế,Mì Quảng,Huế,Trung,Món cuốn,46060,"Mì Quảng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05428,Bánh canh Hà Nội,Bánh canh,Hà Nội,Bắc,Món chiên,17257,"Bánh canh là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05429,Bánh bèo Cần Thơ,Bánh bèo,Cần Thơ,Nam,Món khô,70455,"Bánh bèo là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05430,Hủ tiếu Hà Nội,Hủ tiếu,Hà Nội,Bắc,Món nước,114741,"Hủ tiếu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD05431,Bún mắm Cần Thơ,Bún mắm,Cần Thơ,Nam,Món cuốn,33333,"Bún mắm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05432,Bún bò Huế Hải Phòng,Bún bò Huế,Hải Phòng,Bắc,Món chiên,90758,"Bún bò Huế là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD05433,Phở gà Sài Gòn,Phở gà,Sài Gòn,Nam,Món chiên,44591,"Phở gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05434,Bún mắm Huế,Bún mắm,Huế,Trung,Món nướng,23617,"Bún mắm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05435,Lẩu bò Sài Gòn,Lẩu bò,Sài Gòn,Nam,Món khô,86647,"Lẩu bò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD05436,Bánh bèo Cần Thơ,Bánh bèo,Cần Thơ,Nam,Món khô,47763,"Bánh bèo là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05437,Bún mắm Cần Thơ,Bún mắm,Cần Thơ,Nam,Món cuốn,31675,"Bún mắm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05438,Bún riêu Cần Thơ,Bún riêu,Cần Thơ,Nam,Món khô,18402,"Bún riêu là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD05439,Phở bò Huế,Phở bò,Huế,Trung,Món cuốn,32145,"Phở bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD05440,Bánh cuốn Đà Nẵng,Bánh cuốn,Đà Nẵng,Trung,Món cuốn,97887,"Bánh cuốn là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD05441,Cao lầu Nha Trang,Cao lầu,Nha Trang,Trung,Món nước,45628,"Cao lầu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD05442,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Món chiên,95496,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
