id,food_name,description,category,region,type,source,popularity,price_range
FOOD00160,Bún hấp,"Bún hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,82,10-25k
FOOD00161,Bánh mì miền Bắc,"Bánh mì miền Bắc là một biến thể độc đáo của món Bánh mì, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,41,200k+
FOOD00162,Bánh mì miền Trung,"Bánh mì miền Trung là một biến thể độc đáo của món Bánh mì, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,100,100-200k
FOOD00163,Bánh mì miền Nam,"Bánh mì miền Nam là một biến thể độc đáo của món Bánh mì, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,33,200k+
FOOD00164,Bánh mì Hà Nội,"Bánh mì Hà Nội là một biến thể độc đáo của món Bánh mì, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,68,10-25k
FOOD00165,Bánh mì Huế,"Bánh mì Huế là một biến thể độc đáo của món Bánh mì, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,33,100-200k
FOOD00166,Bánh mì nướng,"Bánh mì nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,14,25-50k
FOOD00167,Bánh mì chiên,"Bánh mì chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,48,100-200k
FOOD00168,Bánh mì rang,"Bánh mì rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,7,50-100k
FOOD00169,Cơm tấm miền Bắc,"Cơm tấm miền Bắc là một biến thể độc đáo của món Cơm tấm, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,76,200k+
FOOD00170,Cơm tấm miền Trung,"Cơm tấm miền Trung là một biến thể độc đáo của món Cơm tấm, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,59,25-50k
FOOD00171,Cơm tấm miền Nam,"Cơm tấm miền Nam là một biến thể độc đáo của món Cơm tấm, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,86,50-100k
FOOD00172,Cơm tấm Hà Nội,"Cơm tấm Hà Nội là một biến thể độc đáo của món Cơm tấm, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,22,100-200k
FOOD00173,Cơm tấm Huế,"Cơm tấm Huế là một biến thể độc đáo của món Cơm tấm, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,30,100-200k
FOOD00174,Cơm tấm nướng,"Cơm tấm nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,38,25-50k
FOOD00175,Cơm tấm luộc,"Cơm tấm luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,51,200k+
FOOD00176,Cơm tấm chiên,"Cơm tấm chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,54,100-200k
FOOD00177,Cơm tấm xào,"Cơm tấm xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,8,25-50k
FOOD00178,Cơm tấm hấp,"Cơm tấm hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,27,10-25k
FOOD00179,Cơm tấm rang,"Cơm tấm rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,27,200k+
FOOD00180,Cơm tấm om,"Cơm tấm om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,98,50-100k
FOOD00181,Cơm tấm kho,"Cơm tấm kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,21,100-200k
FOOD00182,Bánh xèo miền Bắc,"Bánh xèo miền Bắc là một biến thể độc đáo của món Bánh xèo, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,69,50-100k
FOOD00183,Bánh xèo miền Trung,"Bánh xèo miền Trung là một biến thể độc đáo của món Bánh xèo, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,61,10-25k
FOOD00184,Bánh xèo Sài Gòn,"Bánh xèo Sài Gòn là một biến thể độc đáo của món Bánh xèo, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,48,10-25k
FOOD00185,Bánh xèo Hà Nội,"Bánh xèo Hà Nội là một biến thể độc đáo của món Bánh xèo, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,19,200k+
FOOD00186,Bánh xèo Huế,"Bánh xèo Huế là một biến thể độc đáo của món Bánh xèo, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,4,100-200k
FOOD00187,Bánh xèo nướng,"Bánh xèo nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,35,50-100k
FOOD00188,Bánh xèo luộc,"Bánh xèo luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,64,50-100k
FOOD00189,Bánh xèo chiên,"Bánh xèo chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,49,50-100k
FOOD00190,Bánh xèo xào,"Bánh xèo xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,17,10-25k
FOOD00191,Bánh xèo hấp,"Bánh xèo hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,44,100-200k
FOOD00192,Bánh xèo rang,"Bánh xèo rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,92,200k+
FOOD00193,Bánh xèo om,"Bánh xèo om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,30,25-50k
FOOD00194,Bánh xèo kho,"Bánh xèo kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,93,25-50k
FOOD00195,Gỏi cuốn miền Bắc,"Gỏi cuốn miền Bắc là một biến thể độc đáo của món Gỏi cuốn, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Variation,99,10-25k
FOOD00196,Gỏi cuốn miền Trung,"Gỏi cuốn miền Trung là một biến thể độc đáo của món Gỏi cuốn, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Variation,37,100-200k
FOOD00197,Gỏi cuốn miền Nam,"Gỏi cuốn miền Nam là một biến thể độc đáo của món Gỏi cuốn, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Variation,24,100-200k
FOOD00198,Gỏi cuốn Sài Gòn,"Gỏi cuốn Sài Gòn là một biến thể độc đáo của món Gỏi cuốn, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Variation,93,10-25k
FOOD00199,Gỏi cuốn Hà Nội,"Gỏi cuốn Hà Nội là một biến thể độc đáo của món Gỏi cuốn, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Variation,46,50-100k
FOOD00200,Gỏi cuốn Huế,"Gỏi cuốn Huế là một biến thể độc đáo của món Gỏi cuốn, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Variation,53,100-200k
FOOD00201,Gỏi cuốn luộc,"Gỏi cuốn luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Method,99,10-25k
FOOD00202,Gỏi cuốn rang,"Gỏi cuốn rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Method,85,200k+
FOOD00203,Hủ tiếu miền Bắc,"Hủ tiếu miền Bắc là một biến thể độc đáo của món Hủ tiếu, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,54,100-200k
FOOD00204,Hủ tiếu miền Trung,"Hủ tiếu miền Trung là một biến thể độc đáo của món Hủ tiếu, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,58,200k+
FOOD00205,Hủ tiếu miền Nam,"Hủ tiếu miền Nam là một biến thể độc đáo của món Hủ tiếu, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,67,25-50k
FOOD00206,Hủ tiếu Sài Gòn,"Hủ tiếu Sài Gòn là một biến thể độc đáo của món Hủ tiếu, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,46,50-100k
FOOD00207,Hủ tiếu Hà Nội,"Hủ tiếu Hà Nội là một biến thể độc đáo của món Hủ tiếu, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,24,10-25k
FOOD00208,Hủ tiếu Huế,"Hủ tiếu Huế là một biến thể độc đáo của món Hủ tiếu, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,32,50-100k
FOOD00209,Hủ tiếu nướng,"Hủ tiếu nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,47,50-100k
FOOD00210,Hủ tiếu luộc,"Hủ tiếu luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,86,50-100k
FOOD00211,Hủ tiếu chiên,"Hủ tiếu chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,23,50-100k
FOOD00212,Hủ tiếu xào,"Hủ tiếu xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,66,25-50k
FOOD00213,Hủ tiếu hấp,"Hủ tiếu hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,27,100-200k
FOOD00214,Hủ tiếu rang,"Hủ tiếu rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,2,200k+
FOOD00215,Hủ tiếu om,"Hủ tiếu om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,90,50-100k
FOOD00216,Hủ tiếu kho,"Hủ tiếu kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,17,50-100k
FOOD00217,Bánh căn miền Bắc,"Bánh căn miền Bắc là một biến thể độc đáo của món Bánh căn, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,93,10-25k
FOOD00218,Bánh căn miền Trung,"Bánh căn miền Trung là một biến thể độc đáo của món Bánh căn, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,42,50-100k
FOOD00219,Bánh căn miền Nam,"Bánh căn miền Nam là một biến thể độc đáo của món Bánh căn, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,26,50-100k
FOOD00220,Bánh căn Sài Gòn,"Bánh căn Sài Gòn là một biến thể độc đáo của món Bánh căn, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,99,50-100k
FOOD00221,Bánh căn Hà Nội,"Bánh căn Hà Nội là một biến thể độc đáo của món Bánh căn, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,50,25-50k
FOOD00222,Bánh căn luộc,"Bánh căn luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,25,50-100k
FOOD00223,Bánh căn chiên,"Bánh căn chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,24,10-25k
FOOD00224,Bánh căn xào,"Bánh căn xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,13,100-200k
FOOD00225,Bánh căn hấp,"Bánh căn hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,60,100-200k
FOOD00226,Bánh căn rang,"Bánh căn rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,7,200k+
FOOD00227,Bánh căn om,"Bánh căn om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,57,10-25k
FOOD00228,Bánh căn kho,"Bánh căn kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,36,50-100k
FOOD00229,Bánh khọt miền Bắc,"Bánh khọt miền Bắc là một biến thể độc đáo của món Bánh khọt, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,14,200k+
FOOD00230,Bánh khọt miền Trung,"Bánh khọt miền Trung là một biến thể độc đáo của món Bánh khọt, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,76,200k+
FOOD00231,Bánh khọt miền Nam,"Bánh khọt miền Nam là một biến thể độc đáo của món Bánh khọt, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,87,100-200k
FOOD00232,Bánh khọt Sài Gòn,"Bánh khọt Sài Gòn là một biến thể độc đáo của món Bánh khọt, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,15,10-25k
FOOD00233,Bánh khọt Hà Nội,"Bánh khọt Hà Nội là một biến thể độc đáo của món Bánh khọt, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,92,10-25k
FOOD00234,Bánh khọt Huế,"Bánh khọt Huế là một biến thể độc đáo của món Bánh khọt, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Variation,98,10-25k
FOOD00235,Bánh khọt nướng,"Bánh khọt nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,66,100-200k
FOOD00236,Bánh khọt luộc,"Bánh khọt luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,32,10-25k
FOOD00237,Bánh khọt chiên,"Bánh khọt chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,87,50-100k
FOOD00238,Bánh khọt xào,"Bánh khọt xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,63,200k+
FOOD00239,Bánh khọt hấp,"Bánh khọt hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,86,50-100k
FOOD00240,Bánh khọt rang,"Bánh khọt rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,51,10-25k
FOOD00241,Bánh khọt om,"Bánh khọt om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,25,50-100k
FOOD00242,Bánh khọt kho,"Bánh khọt kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Bánh,Method,58,10-25k
FOOD00243,Chè miền Bắc,"Chè miền Bắc là một biến thể độc đáo của món Chè, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Variation,86,10-25k
FOOD00244,Chè miền Trung,"Chè miền Trung là một biến thể độc đáo của món Chè, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Variation,49,200k+
FOOD00245,Chè miền Nam,"Chè miền Nam là một biến thể độc đáo của món Chè, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Variation,52,10-25k
FOOD00246,Chè Sài Gòn,"Chè Sài Gòn là một biến thể độc đáo của món Chè, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Variation,42,200k+
FOOD00247,Chè Hà Nội,"Chè Hà Nội là một biến thể độc đáo của món Chè, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Variation,70,10-25k
FOOD00248,Chè luộc,"Chè luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Method,54,50-100k
FOOD00249,Chè hấp,"Chè hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Method,8,200k+
FOOD00250,Xôi miền Bắc,"Xôi miền Bắc là một biến thể độc đáo của món Xôi, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,96,100-200k
FOOD00251,Xôi miền Trung,"Xôi miền Trung là một biến thể độc đáo của món Xôi, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,94,10-25k
FOOD00252,Xôi miền Nam,"Xôi miền Nam là một biến thể độc đáo của món Xôi, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,47,200k+
FOOD00253,Xôi Sài Gòn,"Xôi Sài Gòn là một biến thể độc đáo của món Xôi, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,99,200k+
FOOD00254,Xôi Hà Nội,"Xôi Hà Nội là một biến thể độc đáo của món Xôi, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,55,10-25k
FOOD00255,Xôi Huế,"Xôi Huế là một biến thể độc đáo của món Xôi, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Variation,40,200k+
FOOD00256,Xôi nướng,"Xôi nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,52,10-25k
FOOD00257,Xôi luộc,"Xôi luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,16,100-200k
FOOD00258,Xôi hấp,"Xôi hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,19,25-50k
FOOD00259,Xôi rang,"Xôi rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,17,10-25k
FOOD00260,Xôi kho,"Xôi kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Method,19,100-200k
FOOD00261,Cháo miền Bắc,"Cháo miền Bắc là một biến thể độc đáo của món Cháo, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,62,200k+
FOOD00262,Cháo miền Trung,"Cháo miền Trung là một biến thể độc đáo của món Cháo, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,23,200k+
FOOD00263,Cháo miền Nam,"Cháo miền Nam là một biến thể độc đáo của món Cháo, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,9,50-100k
FOOD00264,Cháo Sài Gòn,"Cháo Sài Gòn là một biến thể độc đáo của món Cháo, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,12,100-200k
FOOD00265,Cháo Hà Nội,"Cháo Hà Nội là một biến thể độc đáo của món Cháo, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,1,10-25k
FOOD00266,Cháo Huế,"Cháo Huế là một biến thể độc đáo của món Cháo, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,58,200k+
FOOD00267,Cháo nướng,"Cháo nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,1,50-100k
FOOD00268,Cháo luộc,"Cháo luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,34,100-200k
FOOD00269,Cháo chiên,"Cháo chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,96,100-200k
FOOD00270,Cháo xào,"Cháo xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,48,100-200k
FOOD00271,Cháo hấp,"Cháo hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,89,100-200k
FOOD00272,Cháo rang,"Cháo rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,1,100-200k
FOOD00273,Cháo om,"Cháo om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,16,200k+
FOOD00274,Cháo kho,"Cháo kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,61,50-100k
FOOD00275,Nem miền Bắc,"Nem miền Bắc là một biến thể độc đáo của món Nem, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,67,10-25k
FOOD00276,Nem miền Trung,"Nem miền Trung là một biến thể độc đáo của món Nem, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,76,10-25k
FOOD00277,Nem miền Nam,"Nem miền Nam là một biến thể độc đáo của món Nem, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,26,25-50k
FOOD00278,Nem Sài Gòn,"Nem Sài Gòn là một biến thể độc đáo của món Nem, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,16,10-25k
